Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
CALIFORNIA SEA LION,U.S.,2009,4,10,LIMITED ENTRY TRAWL BOTTOM TRAWL,OFFSHORE,OR,NSI,"SEA LION OBSERVED CONSUMING FISH CATCH PRIOR TO BEING HAULED ONBOARD THE VESSEL IN THE CODEND. UPON RELEASE OF THE CODEND, THE SEA LION ESCAPED THE CONFINES, LEAPT OVER THE BIN BOARDS DEFINING THE TRAWL ALLEY, ONTO THE OBSERVER FLATBED SCALE, THEN OVER THE SIDE OF THE VESSEL. ANIMAL APPEARED TO BE UNHARMED BY THE INTERACTION.",NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2009,4,12,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,13,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"ANIMAL RETRIEVED FROM INSIDE BAIT HOLDING TANK; FISH HOOK IN MOUTH; PERENNIAL STRANDER INTERACTING WITH HOOK & LINE FISHERY, ALSO STRANDED IN 2007 & 2008; NON-FATAL INJURY (ANIMAL PERMANENTLY TRANSFERRED FROM REHAB TO U.S. NAVY MARINE MAMMAL PROGRAM)",CAPTIVITY,P5C,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,18,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,FISH HOOK WITH ATTACHED LINE IN FLIPPER; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO SEVERE HYPOGLYCEMIA),DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,19,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,24,GILLNET FISHERY,LOS ANGELES,CA,SI,"OLD GILLNET SCAR AROUND NECK, NO GEAR ON ANIMAL; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO BLINDNESS & DETERIORATING BODY CONDITION)",DEAD,P1,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,4,25,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,26,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,ANIMAL WRAPPED IN FISHING LINE WITH MULTIPLE FISH HOOKS IN BACK & MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,4,29,LIMITED ENTRY TRAWL BOTTOM TRAWL,OFFSHORE,CA,NSI,"ENTANGLED IN GEAR, NOT TRAILING GEAR WHEN RELEASED ALIVE. OBSERVER PROGRAM.",NSI,P8B,0,N,N
CALIFORNIA SEA LION,U.S.,2009,4,29,LIMITED ENTRY TRAWL BOTTOM TRAWL,OFFSHORE,CA,NSI,"CAUGHT IN NET, VERY LIVELY AS IT JUMPED OFF THE VESSEL.",NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2009,4,30,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,4,30,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,1,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,2,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISHING LURE IN LEFT CHEEK, ATTACHED FISHING LINE WRAPPED AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,3,MARINE DEBRIS,MONTEREY,CA,SI,THICK TAN CANVAS WRAPPED AROUND LOWER NECK; MORTALITY (ANIMAL DIED IN REHAB WHILE UNDER ANESTHESIA),DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,5,GILLNET FISHERY,SAN LUIS OBISPO,CA,SI,GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2009,5,5,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,FISH HOOK IN RIGHT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,8,HOOK AND LINE FISHERY,ORANGE,CA,NSI,FISH HOOK IN VENTRUM; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,8,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,FISH HOOK IN LOWER RIGHT LIP; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,9,MARINE DEBRIS,MONTEREY,CA,SI,PACKING STRAP AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,9,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,10,HOOK AND LINE FISHERY,ORANGE,CA,NSI,BARBED FLY HOOK IN LEFT FRONT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,11,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,11,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,FISH HOOK IN RIGHT FOREFLIPPER; NON-FATAL INJURY( ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,13,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,13,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,14,AUTHORIZED REMOVAL,COLUMBIA RIVER,WA,ALIVE,REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,14,GILLNET FISHERY,SAN MATEO,CA,SI,GILLNET FRAGMENT AROUND NECK; MORTALITY (ANIMAL EUTHANIZED IN REHAB),DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,5,14,HOOK AND LINE FISHERY,ORANGE,CA,DEAD,12 INCHES OF FISHING LINE EXTENDING FROM MOUTH; NECROPSY REVEALED PENETRATION OF ESOPHAGEAL WALL BY FISH HOOK,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,14,STAB WOUNDS,LOS ANGELES,CA,DEAD,ADULT FEMALE WITH 41 INCH LONG INCISION ALONG THORACIC & ABDOMINAL CAVITIES; UNKNOWN IF INCISION WAS MADE PRE-MORTEM OR POST-MORTEM; CARCASS LAYING NEXT TO FETUS; PRESUMABLY DOMOIC ACID ANIMAL; PRIVATE CITIZEN MAY HAVE ATTEMPTED TO ASSIST ANIMAL WITH BIRTH OR ATTEMPTED TO EUTHANIZE ANIMAL; CARCASS MODERATELY DECOMPOSED; CARCASS EXAMINED BY CALIFORNIA WILDLIFE CENTER ,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,16,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,FISH HOOK IN HINDFLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,18,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,2 FISH HOOKS IN RIGHT FRONT FLIPPER; MORTALITY (EUTHANIZED IN REHAB DUE TO SEVERE EMACIATION),DEAD,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,19,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,19,SHOOTING,LOS ANGELES,CA,DEAD,LEFT THORACIC BODY WALL PENETRATION (GROSS NECROPSY REVEALED FINDINGS CONSISTENT WITH BLUNT FORCE IMPACT THROUGH LEFT THORACIC BODY WALL TERMINATING IN LEFT ATRIUM WITHOUT LEAVING EVIDENCE OF PROJECTILE). SUSPECTED 'BANG STICK' SHOOTING,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,20,MARINE DEBRIS,MONTEREY,CA,SI,BLACK RUBBER GASKET AROUND NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,23,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,23,SHOOTING,SAN LUIS OBISPO,CA,SI,GUNSHOT WOUND TO LEFT SIDE OF BODY; MORTALITY (ANIMAL EUTHANIZED IN REHAB; BULLET RETRIEVED FROM SOFT TISSUE OF LEFT LATERAL THORAX),DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,23,VEHICLE COLLISION,ALAMEDA,CA,DEAD,"NECROPSY REVEALED FRACTURED SKULL, BROKEN RIBS, THORACIC HEMORRHAGE & ABDOMINAL ORGANS PUSHED UP INTO CHEST CAVITY",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,24,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"TWO FISH HOOKS IN RIGHT FRONT FLIPPER, TWO FISH HOOKS IN RIGHT REAR FLIPPER, TWO FISH HOOKS IN LEFT REAR FLIPPER, FISH HOOK IN MOUTH THROUGH TONGUE & GUM; ANIMAL DIED IN REHAB",DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,24,HOOK AND LINE FISHERY,SANTA CRUZ,CA,NSI,"FISH HOOK IN LOWER LIP; NON-FATAL INJURY (HOOK REMOVED ON SITE, ANIMAL RELOCATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,25,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISH HOOKS IN LEFT FRONT FLIPPER & IN CORNER OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,25,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,FISH HOOK IN LEFT FOREFLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,26,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOKS IN RIGHT REAR FLIPPER & RIGHT LOWER LIP; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION & PARASITISM),DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,26,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOKS WITH LINE ATTACHED IN JAW & LEFT FRONT FLIPPER; MORTALITY (ANIMAL DIED DURING TRANSPORT TO REHAB; NECROPSY REVEALED FISH HOOK IN PYLORUS WALL; CAUSE OF DEATH = PARASITIC GASTROENTERITIS),DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,26,SCIENTIFIC RESEARCH,SONOMA,CA,NSI,"ANIMAL SWAM INTO NMFS RESEARCH VESSEL TRAWL NET DURING HAULBACK; TOTAL CAPTURE TIME = 2 MINUTES IN WATER, 3 MINUTES ON DECK; PRESUMED NON-FATAL INJURY (ANIMAL DESCRIBED AS ENERGETIC DURING CONTAINMENT & VIGOROUS UPON RELEASE)",NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,27,MARINE DEBRIS,SANTA CRUZ,CA,SI,STRING AROUND NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,27,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,28,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,FISH HOOKS IN FLIPPERS; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,28,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,29,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK IN FACE; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = UNKNOWN),DEAD,P5B,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,29,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,FISH HOOK IN FACE ABOVE RIGHT EYE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,30,HOOK AND LINE FISHERY,ORANGE,CA,SI,FISHING LURE IN LEFT SIDE OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),SI,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,30,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOKS IN RIGHT FRONT FLIPPER, LEFT FRONT FLIPPER, & IN FACE ABOVE RIGHT EYE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,30,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,31,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISH HOOK WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,5,31,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISHING LURE WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),SI,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,5,31,HOOK AND LINE FISHERY,MONTEREY,CA,NSI,FISH HOOKS WITH ATTACHED LINE IN BACK & JUST ABOVE RIGHT EYE; NON-FATAL INJURY (HOOKS REMOVED & ANIMAL RELEASED ON SITE),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,2,HOOK AND LINE FISHERY,ORANGE,CA,SI,FISH HOOK WITH ATTACHED LINE IN LEFT SIDE OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,4,HOOK AND LINE FISHERY,SAN LUIS OBISPO,CA,SI,FISH HOOK WITH ATTACHED LINE IN SHOULDER; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION & SEPTICEMIA),DEAD,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,6,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,FISH HOOK IN UPPER LIP; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,6,SHOOTING,ORANGE,CA,SI,GUNSHOT WOUND TO FACE; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO SEVERE MALNUTRITION & SEVERE PNEUMONIA; .22 CALIBER BULLET RETRIEVED FROM UNDER SKIN FROM LEFT SIDE OF FACE DURING NECROPSY),DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,7,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISH HOOK WITH ATTACHED STEEL LEADER IN LEFT SIDE OF MOUTH; MORTALITY (DIED IN REHAB; CAUSE OF DEATH = PERITONITIS SECONDARY TO OBSTRUCTED BOWEL),DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,7,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,7,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,FISH HOOK WITH ATTACHED LINE IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION & PNEUMONIA,DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,7,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,FISH HOOK IN HINDFLIPPER; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION),DEAD,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,8,HOOK AND LINE FISHERY,ORANGE,CA,SI,FISH HOOKS WITH ATTACHED LINE IN LEFT FRONT FLIPPER & IN TONGUE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,8,HOOK AND LINE FISHERY,VENTURA,CA,NSI,FISH HOOK IN HEAD BEHIND RIGHT EAR; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,8,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,"FISH HOOK IN LOWER LEFT EYELID, FISH HOOK IN LOWER LIP; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION)",DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,8,HOOK AND LINE FISHERY,MONTEREY,CA,SI,FISH HOOK WITH ATTACHED LINE IN THROAT; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION),DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,9,HOOK AND LINE FISHERY,SAN LUIS OBISPO,CA,SI,FISH HOOK WITH ATTACHED LINE IN LEFT FRONT FLIPPER; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = PERFORATED ULCER & MALNUTRITION),DEAD,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,9,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,FISH HOOKS IN RIGHT FRONT FLIPPER & LEFT & RIGHT REAR FLIPPERS; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION),DEAD,P1,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,10,HOOK AND LINE FISHERY,SANTA CRUZ,CA,NSI,FISH HOOK IN LEFT VENTRAL SHOULDER AREA; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,10,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,FISH HOOK IN BOTH LIPS; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,10,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,MORTALITY (NECROPSY REVEALED FISHING LURE IN STOMACH; CAUSE OF DEATH = MALNUTRITION & LYMPH NODE ABSCESS),DEAD,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,12,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,FISH HOOK IN LOWER LEFT JAW; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,12,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,13,GILLNET FISHERY,VENTURA,CA,DEAD,GILLNET FRAGMENT AROUND NECK; CARCASS EXAMINED BY CHANNEL ISLANDS MARINE & WILDLIFE INSTITUTE ,DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,6,13,HOOK AND LINE FISHERY,VENTURA,CA,SI,FISH HOOK WITH LINE ATTACHED IN LEFT SIDE OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,13,HOOK AND LINE FISHERY,ORANGE,CA,SI,"TEN FISH HOOKS WITH ATTACHED LINE & 3 POUND WEIGHT IN & WRAPPED AROUND FLIPPERS, CHEST & BACK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,13,HOOK AND LINE FISHERY,MONTEREY,CA,SI,TREBLE FISH HOOK IN RIGHT CHEEK; NON-FATAL INJURY (HOOK REMOVED & ANIMAL RELEASED ON SITE),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,14,GILLNET FISHERY,SANTA CRUZ,CA,SI,GILLNET FRAGMENT AROUND NECK; MORTALITY (ANIMAL EUTHANIZED IN REHAB),DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,6,15,HOOK AND LINE FISHERY,ORANGE,CA,SI,FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,15,HOOK AND LINE FISHERY,SANTA BARBARA,CA,SI,FISH HOOKS IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,16,SHOOTING,SAN LUIS OBISPO,CA,SI,MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO LEFT FLIPPER ABSCESS & OSTEOMYELITIS; NECROPSY REVEALED BULLET TIP IN SUBCUTANEOUS TISSUE ON RIGHT SIDE OF NECK),DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,19,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOKS, SINKERS & FLOAT WITH ATTACHED LINE IN LEFT LIP & WRAPPED AROUND MUZZLE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,19,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,FISH HOOK WITH ATTACHED LINE & SINKER IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION & PNEUMONIA),DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,19,MARINE DEBRIS,SANTA BARBARA,CA,SI,PACKING STRAP AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2009,6,19,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,20,GILLNET FISHERY,SAN MATEO,CA,SI,"GILLNET FRAGMENT AROUND NECK; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = PERFORATED ULCER, PERITONITIS & MALNUTRITION)",DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,6,20,SHOOTING,SAN DIEGO,CA,DEAD,"3 CENTIMETER DIAMETER HOLE IN VENTRAL THORAX EXTENDING 7 CENTIMETERS, PENETRATING LUNG; HEMORRHAGE IN MUSCLE SURROUNDING WOUND; CARCASS EXAMINED BY SWFSC",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,20,SHOOTING,LOS ANGELES,CA,SI,MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED 4 SMALL SHOTGUN PELLETS JUST UNDER SKIN ON RIGHT SIDE OF ABDOMEN; CAUSE OF DEATH = NEOPLASIA WITH METASTASIS),DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,20,SHOOTING,VENTURA,CA,DEAD,METAL DETECTOR SCANNED POSITIVE; CARCASS EXAMINED BY CHANNEL ISLANDS MARINE & WILDLIFE INSTITUTE ,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2009,6,21,GILLNET FISHERY,LOS ANGELES,CA,SI,GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2009,6,21,GILLNET FISHERY,SAN MATEO,CA,SI,GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2009,6,21,GILLNET FISHERY,MONTEREY,CA,SI,"GILLNET FRAGMENT AROUND NECK & IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION, PERFORATED ULCER & SEPTICEMIA)",DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2009,6,21,HOOK AND LINE FISHERY,SANTA BARBARA,CA,SI,FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB),NSI,P5C,0,N,N
